label,precision,recall,f1-score,support
Tomato___Bacterial_spot,0.984375,0.987460815047022,0.9859154929577465,319.0
Tomato___Early_blight,0.9415584415584416,0.9666666666666667,0.9539473684210527,150.0
Tomato___Late_blight,0.958904109589041,0.9790209790209791,0.9688581314878892,286.0
Tomato___Leaf_Mold,0.9925925925925926,0.9370629370629371,0.9640287769784173,143.0
Tomato___healthy,1.0,0.9874476987447699,0.9936842105263158,239.0
macro avg,0.9754860287480149,0.971531819308475,0.9732867960742843,1137.0
weighted avg,0.9766373855030542,0.9762532981530343,0.9762877876393303,1137.0
