epoch,epoch_time_sec,train_loss,val_new_macro_f1,lr
1,9.8915,0.11834196160297568,0.9768067226890755,0.0005
2,11.2435,0.12412796955464817,0.7585594315245479,0.0005
3,11.0762,0.12401886884032226,0.7958922374590505,0.0005
4,10.78,0.11074194684624672,0.84383673957417,0.0005
5,10.7813,0.10365373352769672,0.9565158937559344,0.00025
6,11.3285,0.1132626778832296,0.4479646697388633,0.00025
