epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.11225165999852695,,0.8725490196078431,0.8674854932301741,5e-05,0.0002
2,0.1175350476629459,,0.8725490196078431,0.8663077219705004,5e-05,0.0002
3,0.1302899172386298,,0.8823529411764706,0.8783907946031331,5e-05,0.0002
4,0.07318091535797486,,0.9019607843137255,0.8999587431871973,5e-05,0.0002
5,0.12240108732993786,,0.9117647058823529,0.9107154249259513,5e-05,0.0002
6,0.07487725667082347,,0.9019607843137255,0.8994340455032457,5e-05,0.0002
7,0.09905060294729012,,0.9019607843137255,0.898144233027954,5e-05,0.0002
8,0.08568475151864383,,0.9215686274509803,0.9213416774392383,5e-05,0.0002
9,0.0730536224750372,,0.9019607843137255,0.8992932648746601,5e-05,0.0002
10,0.06144494849901933,,0.9019607843137255,0.8992932648746603,5e-05,0.0002
11,0.05478039878205611,,0.9313725490196079,0.9306695399718656,5e-05,0.0002
12,0.08140230572854097,,0.9509803921568627,0.9512001072976682,5e-05,0.0002
