epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.24596421420574188,9.661429284538566e-07,0.8627450980392157,0.8578017834645619,5e-05,0.0002
2,0.23072422402245657,1.9560765817264577e-06,0.8627450980392157,0.8559011719987331,5e-05,0.0002
3,0.2390964510185378,2.385113215755804e-06,0.8627450980392157,0.8542684981955988,5e-05,0.0002
4,0.23233698840652192,2.8779345809328205e-06,0.8431372549019608,0.8382527747941282,5e-05,0.0002
5,0.22281430874552047,3.6214818724796975e-06,0.8529411764705882,0.8489557226399332,2.5e-05,0.0001
6,0.14905760330813272,3.700137410435543e-06,0.8725490196078431,0.869260385005066,2.5e-05,0.0001
7,0.15489041060209274,3.6456267155569677e-06,0.8921568627450981,0.8874163235138844,2.5e-05,0.0001
8,0.19026700194392884,3.59487746339125e-06,0.8921568627450981,0.8874163235138844,2.5e-05,0.0001
9,0.16408174910715648,3.472961680017761e-06,0.8921568627450981,0.8874163235138844,2.5e-05,0.0001
10,0.16339719614812306,3.4461687781523712e-06,0.8921568627450981,0.8874163235138844,2.5e-05,0.0001
11,0.14557776706559317,3.480431327521468e-06,0.8921568627450981,0.8872149744753262,1.25e-05,5e-05
12,0.12899365329316684,3.514719180332447e-06,0.8921568627450981,0.8872149744753262,1.25e-05,5e-05
