label,precision,recall,f1-score,support
Tomato___Bacterial_spot,0.9873417721518988,0.9780564263322884,0.9826771653543307,319.0
Tomato___Early_blight,0.9568345323741008,0.8866666666666667,0.9204152249134948,150.0
Tomato___Late_blight,0.9238410596026491,0.9755244755244755,0.9489795918367347,286.0
Tomato___Leaf_Mold,0.9571428571428572,0.9370629370629371,0.9469964664310954,143.0
Tomato___healthy,0.9958333333333333,1.0,0.9979123173277662,239.0
macro avg,0.9641987109209678,0.9554621011172735,0.9593961531726845,1137.0
weighted avg,0.9653309968839258,0.9648197009674582,0.9647018481014465,1137.0
