epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.27895039532865795,5.653930234724872e-06,0.8627450980392157,0.8579570572226631,0.0001,0.0005
2,0.27892723573105677,6.31657361996726e-06,0.8431372549019608,0.8336729936729939,0.0001,0.0005
3,0.17685535230806895,5.837819376860612e-06,0.8627450980392157,0.8554837410651365,0.0001,0.0005
4,0.2655463750873293,5.285176809723323e-06,0.8627450980392157,0.8579570572226631,0.0001,0.0005
5,0.24380573630332947,4.995301878807368e-06,0.9019607843137255,0.9001768962744572,0.0001,0.0005
6,0.172769125018801,4.8603112970470515e-06,0.8921568627450981,0.889920486018047,0.0001,0.0005
7,0.25679638768945423,4.803474764360414e-06,0.8627450980392157,0.8579570572226631,0.0001,0.0005
8,0.22665423793452127,5.2476396896444e-06,0.8823529411764706,0.8752240008053962,0.0001,0.0005
9,0.14849546125956944,5.3018104283962335e-06,0.8627450980392157,0.8569559081186988,5e-05,0.00025
10,0.2323564046195575,4.928221187583404e-06,0.8627450980392157,0.8569559081186988,5e-05,0.00025
11,0.18326435184904508,4.62213418878881e-06,0.8725490196078431,0.8690130743762412,5e-05,0.00025
12,0.2115421359028135,4.370375141401642e-06,0.8725490196078431,0.8690130743762412,5e-05,0.00025
