epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.3112422823905945,,0.803921568627451,0.7854458804561671,0.0001,0.0005
2,0.2558857351541519,,0.7941176470588235,0.7443432120527225,0.0001,0.0005
3,0.28527128270694185,,0.7843137254901961,0.7579681572337631,0.0001,0.0005
4,0.21577697513358934,,0.8431372549019608,0.8350022342678403,0.0001,0.0005
5,0.163552391741957,,0.9019607843137255,0.900952380952381,0.0001,0.0005
6,0.22793020520891463,,0.8823529411764706,0.8769942759712581,0.0001,0.0005
7,0.10771513251321656,,0.8725490196078431,0.8654508611955422,0.0001,0.0005
8,0.15190799747194564,,0.8627450980392157,0.8577225672877848,0.0001,0.0005
9,0.13364518912775175,,0.8725490196078431,0.866372435152923,5e-05,0.00025
10,0.14576367448483193,,0.8627450980392157,0.8577225672877848,5e-05,0.00025
11,0.14258252350347383,,0.8725490196078431,0.8679568640544251,5e-05,0.00025
12,0.1646371270929064,,0.9019607843137255,0.8986287803077365,5e-05,0.00025
