label,precision,recall,f1-score,support
Tomato___Bacterial_spot,0.9808306709265175,0.9623824451410659,0.9715189873417721,319.0
Tomato___Early_blight,0.8727272727272727,0.96,0.9142857142857143,150.0
Tomato___Late_blight,0.9618055555555556,0.9685314685314685,0.9651567944250871,286.0
Tomato___Leaf_Mold,0.9856115107913669,0.958041958041958,0.9716312056737588,143.0
Tomato___healthy,1.0,0.9707112970711297,0.9851380042462845,239.0
macro avg,0.9601950020001425,0.9639334337571244,0.9615461411945233,1137.0
weighted avg,0.9664141687482009,0.9648197009674582,0.965244945238933,1137.0
