epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.21284751540848187,,0.7843137254901961,0.7643836657642457,0.0001,0.0005
2,0.15521484773073876,,0.8627450980392157,0.8560890977680542,0.0001,0.0005
3,0.13258338746215617,,0.8921568627450981,0.8884081066724289,0.0001,0.0005
4,0.11655964200118822,,0.8529411764705882,0.8435668368311589,0.0001,0.0005
5,0.15348885767161846,,0.8627450980392157,0.8580312369786054,0.0001,0.0005
6,0.15667419135570526,,0.8725490196078431,0.8634362053716892,0.0001,0.0005
7,0.1408928618101137,,0.8627450980392157,0.8560109808890296,5e-05,0.00025
8,0.12584509128438576,,0.8529411764705882,0.8420388155962424,5e-05,0.00025
9,0.10382905163403068,,0.8823529411764706,0.8764790764790765,5e-05,0.00025
10,0.07943405956029892,,0.8823529411764706,0.878358687416215,5e-05,0.00025
11,0.11098899233287998,,0.9117647058823529,0.9103896103896103,5e-05,0.00025
12,0.09191218889983636,,0.9117647058823529,0.9103896103896103,5e-05,0.00025
