epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.13802557266675508,,0.9313725490196079,0.9297694553508506,5e-05,0.0002
2,0.15012164550045362,,0.9019607843137255,0.8947766703580656,5e-05,0.0002
3,0.10155144820992763,,0.9019607843137255,0.8987091775767206,5e-05,0.0002
4,0.07996106563279262,,0.9215686274509803,0.9208020050125313,5e-05,0.0002
5,0.11200655781878875,,0.9215686274509803,0.9201051409010331,2.5e-05,0.0001
6,0.07474413757713941,,0.9117647058823529,0.9094165715833327,2.5e-05,0.0001
7,0.09876277598624046,,0.9313725490196079,0.9309211114089162,2.5e-05,0.0001
8,0.11620995746209072,,0.9313725490196079,0.9304480560294515,2.5e-05,0.0001
9,0.10329362721397327,,0.9215686274509803,0.9199134199134198,2.5e-05,0.0001
10,0.08404870445911701,,0.9215686274509803,0.9206349206349206,2.5e-05,0.0001
11,0.08844080409751488,,0.9313725490196079,0.9297694553508506,1.25e-05,5e-05
12,0.07762280421761367,,0.9313725490196079,0.9304480560294515,1.25e-05,5e-05
