epoch,train_total_loss,train_ce_loss,train_ewc_penalty,val_accuracy,val_macro_f1,val_macro_precision,val_macro_recall,lr_g3,lr_head
1,0.12304989885952737,0.12125517612633606,5.982410442584296e-07,0.9617414248021108,0.9547051215227162,0.9520049317384377,0.9578885138543385,5e-05,0.0002
2,0.08560614025013315,0.08186193474878868,1.248068492208808e-06,0.9485488126649076,0.9411384695738739,0.9385218487720387,0.9449819147881111,5e-05,0.0002
3,0.0688787936957346,0.06382267369578282,1.6853731696957969e-06,0.9551451187335093,0.9473890329869743,0.9433186698732179,0.9528636529764695,5e-05,0.0002
4,0.06305425220893489,0.05723961650704344,1.9382119691929093e-06,0.9525065963060686,0.9456209655056298,0.9413033826638479,0.9516197037862509,5e-05,0.0002
5,0.07516561986671554,0.06859767375927832,2.1893154401671684e-06,0.9445910290237467,0.9378765043587697,0.9326535015008426,0.9472623266073406,2.5e-05,0.0001
6,0.05455510670112239,0.047483747442149456,2.3571196531217236e-06,0.9551451187335093,0.9467934642237227,0.9422996882166135,0.9528665431012726,2.5e-05,0.0001
