epoch,epoch_time_sec,train_loss,val_old_macro_f1,val_new_macro_f1,val_joint_macro_f1,lr
1,36.4263,0.3302535862346326,0.6197040350566622,0.31897103252177006,0.4693375337892161,0.0008
2,37.3667,0.3368336650704549,0.6337216766017183,0.3190364139755679,0.4763790452886431,0.0008
3,36.5619,0.3106875382055921,0.6125062129117846,0.3834946049425687,0.4980004089271767,0.0008
4,37.3945,0.3069911346085801,0.6312968760515203,0.31323166066368485,0.4722642683576026,0.0008
5,37.5774,0.2907120128554746,0.6293106500645856,0.31853940406571984,0.4739250270651527,0.0008
6,37.6289,0.29863860181047897,0.6230755157410464,0.37839982685231943,0.5007376712966829,0.0008
7,39.4433,0.2701540419385453,0.6337680562892803,0.38344931418117517,0.5086086852352277,0.0008
8,37.0618,0.2745146177832253,0.6245934493471538,0.3802143296766953,0.5024038895119245,0.0008
9,36.5209,0.27559317014187823,0.6297001623788319,0.3863766537238435,0.5080384080513377,0.0008
10,36.2274,0.27389589219915966,0.6176582517872673,0.38891439023969354,0.5032863210134804,0.0008
11,34.647,0.2704785414471114,0.6308530725123843,0.385265620362773,0.5080593464375787,0.0004
12,35.9007,0.260668476689453,0.6245190719203428,0.37964633706243234,0.5020827044913876,0.0004
