epoch,epoch_time_sec,train_loss,val_old_macro_f1,val_new_macro_f1,val_joint_macro_f1,lr
1,46.114,0.2682941323261202,0.6207973342356914,0.3900671279918549,0.5054322311137731,0.001
2,51.2822,0.2544069995436771,0.6038666939840021,0.3871807228915663,0.49552370843778415,0.001
3,50.2321,0.25040869128510906,0.6218651425221926,0.38772441573775046,0.5047947791299715,0.001
4,50.7606,0.24287058739566508,0.6031774956403356,0.3906423034330011,0.49690989953666836,0.001
5,49.7335,0.23467379277227102,0.6156208438777737,0.39003887269193394,0.5028298582848538,0.0005
6,48.0233,0.21272495238363376,0.6194401455621702,0.3924317277343214,0.5059359366482458,0.0005
7,48.1299,0.2257710968454679,0.6159366003086449,0.39241722422370906,0.504176912266177,0.0005
8,46.9082,0.21712963301458477,0.6189720937933748,0.3900303740345396,0.5045012339139572,0.0005
9,47.6873,0.19516245307929722,0.6194697458896323,0.39184532106482867,0.5056575334772305,0.0005
10,47.4814,0.2059970129005335,0.6203106292949563,0.38893865293865293,0.5046246411168046,0.00025
11,48.1753,0.20124210628830355,0.6264146665437914,0.3912522941287456,0.5088334803362685,0.00025
12,46.6465,0.19368978355217864,0.6262919057928743,0.3906748677362467,0.5084833867645605,0.00025
