epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.2613012120127678,1.7982755480261403e-06,0.8431372549019608,0.8200142854141719,0.0001,0.0005
2,0.23184808450085775,3.0673575110995444e-06,0.8137254901960784,0.79370400760208,0.0001,0.0005
3,0.2532291667801993,3.4325004695087306e-06,0.8235294117647058,0.802457091237579,0.0001,0.0005
4,0.19314860658986227,3.4622892469217603e-06,0.8529411764705882,0.8341423952869628,0.0001,0.0005
5,0.2130425050854683,3.3199586856166467e-06,0.8823529411764706,0.874410895213922,0.0001,0.0005
6,0.20583965948649816,3.476012612476812e-06,0.8431372549019608,0.8304171214859618,0.0001,0.0005
7,0.1419680586883,3.7419113141368143e-06,0.8333333333333334,0.8115624198194492,0.0001,0.0005
8,0.1693435502903802,3.7150801160480895e-06,0.8823529411764706,0.8742352254730349,0.0001,0.0005
9,0.17251983178513391,3.6211218749875636e-06,0.8725490196078431,0.865319986123013,5e-05,0.00025
10,0.14304724761417933,3.480664807804195e-06,0.8725490196078431,0.8607550261549127,5e-05,0.00025
