epoch,epoch_time_sec,train_loss,val_old_macro_f1,val_new_macro_f1,val_joint_macro_f1,lr
1,35.9522,0.3338697468323156,0.6151183178150657,0.31897103252177006,0.46704467516841786,0.0008
2,36.6876,0.3389857744505583,0.6298524011323916,0.31804214223002636,0.473947271681209,0.0008
3,36.3921,0.31213052287574644,0.6128799010742517,0.3846780368952315,0.4987789689847416,0.0008
4,37.5479,0.30890048443039586,0.6288940317289898,0.31323166066368485,0.4710628461963373,0.0008
5,37.2438,0.2918073933971815,0.6299135508134718,0.31853940406571984,0.4742264774395958,0.0008
6,36.7261,0.2999715864165755,0.6213947909750186,0.3783783783783784,0.4998865846766985,0.0008
7,36.8386,0.2713483832160796,0.6326012820928006,0.38344931418117517,0.5080252981369879,0.0008
8,37.9404,0.2756960329807494,0.6245934493471538,0.38268393595970496,0.5036386926534293,0.0008
9,38.737,0.27621092222446253,0.6294675361648309,0.3863766537238435,0.5079220949443372,0.0008
10,38.4858,0.27527009991328577,0.6183076024366179,0.38951063390460455,0.5039091181706112,0.0008
11,37.8913,0.27148246414158955,0.6301911291908942,0.385265620362773,0.5077283747768335,0.0004
12,36.9095,0.2616399079253358,0.6251308550951512,0.3790045248868778,0.5020676899910145,0.0004
