epoch,epoch_time_sec,train_loss,val_accuracy,val_macro_f1,val_macro_precision,val_macro_recall,lr_adapter
1,17.4491,0.1320019220933318,0.9511873350923483,0.9443333390502872,0.9399774980726899,0.9497278570689488,0.001
2,14.6557,0.11693507441216044,0.945910290237467,0.9393348290097766,0.9340700607728472,0.947760225138872,0.001
3,13.8806,0.09818766824901104,0.9353562005277045,0.9261720893605982,0.92055624989151,0.9354709169627713,0.001
4,13.9625,0.09145101776553524,0.9379947229551451,0.9314472816047233,0.9260273829157832,0.9412723267584349,0.001
5,14.5826,0.0839311811969512,0.9353562005277045,0.9271473166272785,0.9211823253959199,0.9378037239068426,0.0005
6,18.111,0.08073664601478311,0.9366754617414248,0.9291850643237062,0.9234647546256006,0.9390615855420629,0.0005
