epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.2657653433935983,,0.803921568627451,0.7815579956519768,0.0001,0.0005
2,0.24309526171003068,,0.7450980392156863,0.7035843866684544,0.0001,0.0005
3,0.24609186393874033,,0.7549019607843137,0.7224338624338624,0.0001,0.0005
4,0.1794581791119916,,0.7843137254901961,0.7627380028155387,0.0001,0.0005
5,0.1316367888024875,,0.8235294117647058,0.8095478152105935,0.0001,0.0005
6,0.2227885935987745,,0.8235294117647058,0.802457091237579,0.0001,0.0005
7,0.1088396395955767,,0.8333333333333334,0.811297310252014,0.0001,0.0005
8,0.14712994971445628,,0.8137254901960784,0.7927386984014768,0.0001,0.0005
9,0.11562438096318926,,0.8235294117647058,0.802457091237579,0.0001,0.0005
10,0.14817335456609726,,0.8137254901960784,0.8002653136042539,0.0001,0.0005
11,0.1436570526233741,,0.8431372549019608,0.8316408346349473,0.0001,0.0005
12,0.1770858434694154,,0.8529411764705882,0.8389773551762326,0.0001,0.0005
