epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.2787620393293245,,0.7843137254901961,0.7636418089248278,0.0001,0.0005
2,0.2029154673218727,,0.7352941176470589,0.6991341991341992,0.0001,0.0005
3,0.22390014784676687,,0.8235294117647058,0.8102784571750089,0.0001,0.0005
4,0.18606990256479808,,0.8431372549019608,0.8379485442274971,0.0001,0.0005
5,0.1976374387741089,,0.8921568627450981,0.8854380037306866,0.0001,0.0005
6,0.17325677935566222,,0.8333333333333334,0.8202557882738051,0.0001,0.0005
7,0.16380516013928823,,0.7941176470588235,0.7817034409217136,0.0001,0.0005
8,0.12548763092075074,,0.803921568627451,0.7833603794579405,0.0001,0.0005
9,0.16187725216150284,,0.8431372549019608,0.8329008462970142,5e-05,0.00025
10,0.18806637610707963,,0.8333333333333334,0.8272007562330144,5e-05,0.00025
