phase,epoch,train_loss,val_accuracy,val_macro_f1,lrs
phase1,1,1.0418488000120436,0.5784313725490197,0.5442588780257284,0.00100000
phase1,2,0.6285608048949923,0.5784313725490197,0.5384362440628425,0.00100000
phase1,3,0.5815194823912212,0.5294117647058824,0.49183878309795437,0.00100000
phase1,4,0.3595823986189706,0.6666666666666666,0.626043733174168,0.00100000
phase1,5,0.5296674998743194,0.5686274509803921,0.5125137228363035,0.00100000
phase1,6,0.4500265547207424,0.7647058823529411,0.7695830151130674,0.00100000
phase1,7,0.5913391241005489,0.6372549019607843,0.6039316239316239,0.00100000
phase1,8,0.7330272900206702,0.7647058823529411,0.7571146953405018,0.00100000
phase1,9,0.5244121306708881,0.7254901960784313,0.7015646369134741,0.00100000
phase1,10,0.3654704626117434,0.8235294117647058,0.8110597675877447,0.00100000
phase1,11,0.5922111198306084,0.7549019607843137,0.7302573233362561,0.00100000
phase1,12,0.7894525889839444,0.7745098039215687,0.762098982098982,0.00100000
phase1,13,0.48163552050079617,0.8137254901960784,0.7954230179742956,0.00100000
phase1,14,0.41914995440414976,0.8137254901960784,0.8045731211144747,0.00050000
phase1,15,0.5901863532406944,0.8431372549019608,0.8348954087700621,0.00050000
phase1,16,0.5266590565443039,0.7549019607843137,0.742958152958153,0.00050000
phase1,17,0.37074727032865795,0.8431372549019608,0.8375084999320006,0.00050000
phase1,18,0.3866982273757458,0.8333333333333334,0.8202054391601429,0.00050000
phase1,19,0.4378081528203828,0.7450980392156863,0.711474467219148,0.00050000
phase1,20,0.5035681751157556,0.7745098039215687,0.754843307829368,0.00050000
phase1,21,0.3698986348296915,0.8725490196078431,0.8666328793158062,0.00050000
phase1,22,0.38297733664512634,0.8431372549019608,0.8349487398080748,0.00050000
phase1,23,0.4334528148174286,0.8431372549019608,0.8290430273073495,0.00050000
phase1,24,0.4634597381310804,0.7352941176470589,0.7054008992266549,0.00050000
phase1,25,0.6163731393005166,0.803921568627451,0.7897280503320662,0.00025000
phase1,26,0.35940693638154436,0.8333333333333334,0.8206238907705036,0.00025000
phase1,27,0.26635237357446123,0.8137254901960784,0.7940218235870409,0.00025000
phase1,28,0.22777140087315015,0.7941176470588235,0.7734698334698334,0.00025000
phase1,29,0.4100928519453321,0.8333333333333334,0.822987601531147,0.00012500
phase2,1,0.2876739853194782,0.8627450980392157,0.8508965750754458,0.00010000|0.00100000
phase2,2,0.2339273047234331,0.7254901960784313,0.7042705803681413,0.00010000|0.00100000
phase2,3,0.4916625054819243,0.8333333333333334,0.8271145153576773,0.00010000|0.00100000
phase2,4,0.41979007316487177,0.7352941176470589,0.7121611721611723,0.00010000|0.00100000
phase2,5,0.41933574421065195,0.8627450980392157,0.8554769504701106,0.00010000|0.00100000
phase2,6,0.46962427720427513,0.8431372549019608,0.8345834282676388,0.00010000|0.00100000
phase2,7,0.5810139929609639,0.8431372549019608,0.8343454454952713,0.00010000|0.00100000
phase2,8,0.5333890930882522,0.7450980392156863,0.7252525252525253,0.00010000|0.00100000
phase2,9,0.23216413174356734,0.8921568627450981,0.889883855981417,0.00010000|0.00100000
phase2,10,0.3832786466394152,0.8235294117647058,0.8139946428254661,0.00010000|0.00100000
phase2,11,0.603712897747755,0.7352941176470589,0.692105315539595,0.00010000|0.00100000
phase2,12,0.5634263551660946,0.8627450980392157,0.8587159971436048,0.00010000|0.00100000
phase2,13,0.3543368418301855,0.8823529411764706,0.8796627933470038,0.00005000|0.00050000
phase2,14,0.3774700763502291,0.8627450980392157,0.8591108591108592,0.00005000|0.00050000
phase2,15,0.14000763584460532,0.8627450980392157,0.8445887445887446,0.00005000|0.00050000
phase2,16,0.40419564422752174,0.8627450980392157,0.8445887445887446,0.00005000|0.00050000
phase2,17,0.34758342962179867,0.7843137254901961,0.7721630094043886,0.00002500|0.00025000
