epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.2997945046850613,9.273555739192878e-07,0.8725490196078431,0.8679568640544251,5e-05,0.0002
2,0.2143653386405536,1.7529179915852313e-06,0.8725490196078431,0.8637081453871017,5e-05,0.0002
3,0.1633460032088416,2.82093073370301e-06,0.8921568627450981,0.8826999063143465,5e-05,0.0002
4,0.16871868606124604,2.8334342070073556e-06,0.8921568627450981,0.8872149744753262,5e-05,0.0002
5,0.16483727097511292,3.0854932577182936e-06,0.8921568627450981,0.8872149744753262,5e-05,0.0002
6,0.17290150906358445,3.2806428862386383e-06,0.9117647058823529,0.9066089138692656,5e-05,0.0002
7,0.16280433429139002,3.56933709813997e-06,0.8921568627450981,0.888758981853611,5e-05,0.0002
8,0.14121973833867482,3.7602011226616535e-06,0.9019607843137255,0.8971016860309844,5e-05,0.0002
9,0.1682944084916796,3.958150955440942e-06,0.9019607843137255,0.8971016860309844,5e-05,0.0002
10,0.1549245725784983,4.161601996851719e-06,0.9019607843137255,0.8969003369924259,2.5e-05,0.0001
11,0.15403385566813604,4.45834718578096e-06,0.9019607843137255,0.8969003369924259,2.5e-05,0.0001
12,0.17075602816683905,4.501927313477998e-06,0.9313725490196079,0.9297694553508506,2.5e-05,0.0001
