epoch,epoch_time_sec,train_loss,val_old_macro_f1,val_new_macro_f1,val_joint_macro_f1,lr
1,15.2395,0.10974953028873154,0.0,0.9710025551371705,0.48550127756858524,0.0002
2,15.1391,0.095102647433012,0.0,0.9710123008671103,0.48550615043355516,0.0002
3,15.0276,0.0672070525086871,0.0,0.9739095362535607,0.48695476812678035,0.0002
4,15.4357,0.07921267923240255,0.0,0.9710084033613445,0.48550420168067226,0.0002
5,15.8867,0.06782230491204778,0.0,0.9681116554210185,0.48405582771050926,0.0002
6,15.3888,0.08264529005419917,0.0,0.9681116554210185,0.48405582771050926,0.0002
7,14.43,0.06981635197043055,0.0,0.9710025551371705,0.48550127756858524,0.0001
8,14.62,0.07013040694703417,0.0,0.9768067226890755,0.48840336134453777,0.0001
9,14.4306,0.07495172144617976,0.0,0.9710025551371705,0.48550127756858524,0.0001
10,15.4083,0.08674297237019168,0.0,0.9768067226890755,0.48840336134453777,0.0001
11,14.7376,0.07329889068879732,0.0,0.9797040062526788,0.4898520031263394,0.0001
12,15.3922,0.08534571117289909,0.0,0.9768067226890755,0.48840336134453777,0.0001
