epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.15574709899150407,,0.8921568627450981,0.8874331424801489,5e-05,0.0002
2,0.17962322613367668,,0.8529411764705882,0.8479761904761904,5e-05,0.0002
3,0.09369078163917248,,0.8627450980392157,0.8583193277310924,5e-05,0.0002
4,0.11905738109579453,,0.8921568627450981,0.8874331424801489,5e-05,0.0002
5,0.1003640377177642,,0.9019607843137255,0.8996825396825396,5e-05,0.0002
6,0.13110850264246648,,0.9215686274509803,0.9188184364654953,5e-05,0.0002
7,0.09187290502282289,,0.9019607843137255,0.8987091775767206,5e-05,0.0002
8,0.10722589636078247,,0.8921568627450981,0.8867037411526795,5e-05,0.0002
9,0.09331347377827534,,0.9019607843137255,0.8987091775767206,5e-05,0.0002
10,0.08886665062835583,,0.9117647058823529,0.9103896103896103,2.5e-05,0.0001
11,0.06287682529252309,,0.9117647058823529,0.9103896103896103,2.5e-05,0.0001
