label,precision,recall,f1-score,support
Tomato___Bacterial_spot,0.9968253968253968,0.9843260188087775,0.9905362776025236,319.0
Tomato___Early_blight,0.9308176100628931,0.9866666666666667,0.9579288025889967,150.0
Tomato___Late_blight,0.9823943661971831,0.9755244755244755,0.9789473684210527,286.0
Tomato___Leaf_Mold,0.9657534246575342,0.986013986013986,0.9757785467128027,143.0
Tomato___healthy,1.0,0.9748953974895398,0.9872881355932204,239.0
macro avg,0.9751581595486016,0.9814853089006892,0.9780958261837192,1137.0
weighted avg,0.9812466768295139,0.980650835532102,0.9807805953374547,1137.0
