epoch,epoch_time_sec,train_loss,val_old_macro_f1,val_new_macro_f1,val_joint_macro_f1,lr
1,30.0378,0.29562691235068167,0.635457446774729,0.38403588696304836,0.5097466668688887,0.0002
2,28.1018,0.2963827463205565,0.6283484553655422,0.3821440347922181,0.5052462450788802,0.0002
3,28.0322,0.27371822035109455,0.6343529096911199,0.32100837367063567,0.47768064168087776,0.0002
4,28.075,0.2646036149764603,0.6370472330352193,0.38763085786552376,0.5123390454503716,0.0002
5,27.0827,0.24974448525939474,0.6411026963006033,0.3876822157434402,0.5143924560220218,0.0002
6,28.0667,0.249559653499587,0.6322005127907174,0.38582399774536746,0.5090122552680425,0.0002
7,28.5025,0.24346480865708806,0.6315274209459868,0.38642669007901664,0.5089770555125017,0.0002
8,29.0185,0.23852878859774632,0.631412124950597,0.38704118800784537,0.5092266564792212,0.0002
9,28.3675,0.2562827519564466,0.6256453596929596,0.38886952320143575,0.5072574414471978,0.0001
10,28.8671,0.2377474128522656,0.635857859146645,0.3876337610194641,0.5117458100830545,0.0001
