epoch,epoch_time_sec,train_loss,val_accuracy,val_macro_f1,val_macro_precision,val_macro_recall,lr_adapter
1,11.8206,0.11952621631531252,0.9604221635883905,0.9564377832565887,0.9524618711913311,0.961193678173587,0.0005
2,13.3933,0.1103012115177181,0.9577836411609498,0.9536077662673224,0.949258890597046,0.9590994373358909,0.0005
3,13.4693,0.10709328049172957,0.9551451187335093,0.9511699267144159,0.9467324763170772,0.9570051964981945,0.0005
4,12.4075,0.10478219960091842,0.9551451187335093,0.95165104860482,0.946984807658794,0.9579580760793464,0.0005
5,12.4739,0.10760738464693229,0.9551451187335093,0.95165104860482,0.946984807658794,0.9579580760793464,0.00025
6,12.7784,0.11239980875204007,0.9551451187335093,0.9512493718106014,0.9470665888300186,0.9568970432154966,0.00025
