epoch,train_total_loss,train_ce_loss,train_ewc_penalty,val_accuracy,val_macro_f1,val_macro_precision,val_macro_recall,lr_g3,lr_head
1,0.16851607378986147,0.15979522404571375,2.906949813071454e-06,0.945910290237467,0.9371441185966072,0.9338343788304669,0.942356276802007,0.0001,0.0005
2,0.12528427400522762,0.11013678099132246,5.0491641660402016e-06,0.9472295514511874,0.936386334397145,0.9408607928763214,0.9358829485053144,0.0001,0.0005
3,0.10434397185842197,0.08721701302048233,5.708986393276266e-06,0.9432717678100264,0.9319364778977267,0.9322115499959527,0.9345447584773996,0.0001,0.0005
4,0.08486510676642259,0.06600242655517327,6.287560103778054e-06,0.9564643799472295,0.9468663207540313,0.9426781841068579,0.9521149289486779,0.0001,0.0005
5,0.10273535926308897,0.08303363541555074,6.567241234733956e-06,0.91688654353562,0.9077395738303107,0.9042119116559034,0.9180642685040714,0.0001,0.0005
6,0.08507027220394876,0.06272229820800325,7.449324423052733e-06,0.9472295514511874,0.9389651144975805,0.9351854950491049,0.9444644300847049,0.0001,0.0005
7,0.07747490935855442,0.05415155148754517,7.77445263035285e-06,0.924802110817942,0.9125364002299182,0.9069184234104153,0.924461623440137,0.0001,0.0005
8,0.08370024499793847,0.05884626815612945,8.284659149164023e-06,0.9261213720316622,0.9137333306814728,0.9106951754168426,0.9216925078270654,5e-05,0.00025
9,0.061377101391553876,0.03725355496992254,8.041182041375174e-06,0.9498680738786279,0.9406100714228602,0.9372662754605298,0.9452942236241693,5e-05,0.00025
