epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.11685072394231191,,0.8529411764705882,0.84337076508595,5e-05,0.0002
2,0.12276196723374036,,0.8627450980392157,0.855384606312214,5e-05,0.0002
3,0.1358129744632886,,0.9019607843137255,0.9003850186493407,5e-05,0.0002
4,0.08156885751164876,,0.9215686274509803,0.920265780730897,5e-05,0.0002
5,0.1287866819363374,,0.9117647058823529,0.9107974132722617,5e-05,0.0002
6,0.07894726226536128,,0.9117647058823529,0.9103896103896103,5e-05,0.0002
7,0.10217151919809672,,0.9215686274509803,0.9204671297694553,5e-05,0.0002
8,0.09468918508635117,,0.8921568627450981,0.8901891091364776,5e-05,0.0002
9,0.07916805649606082,,0.9215686274509803,0.9199335548172757,5e-05,0.0002
10,0.07297359564556526,,0.9313725490196079,0.9297694553508506,5e-05,0.0002
11,0.061876192259100765,,0.9411764705882353,0.9405483405483406,5e-05,0.0002
12,0.08762641179446991,,0.9509803921568627,0.9504909560723516,5e-05,0.0002
