epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.29707115462848116,3.0446565883071993e-06,0.8137254901960784,0.7996564292791779,0.0001,0.0005
2,0.30584788961069925,4.338930986185525e-06,0.8333333333333334,0.827340358666435,0.0001,0.0005
3,0.3020439531121935,4.826161460057067e-06,0.8627450980392157,0.8554837410651365,0.0001,0.0005
4,0.3020581475325993,5.262739770322307e-06,0.8333333333333334,0.8227862524925887,0.0001,0.0005
5,0.1842050307563373,5.314760073815705e-06,0.8137254901960784,0.8077925497694431,0.0001,0.0005
6,0.28101625612803866,5.083395015909835e-06,0.8921568627450981,0.8894993821823091,0.0001,0.0005
7,0.2484221841607775,4.873736543231644e-06,0.9019607843137255,0.9008682752301583,0.0001,0.0005
8,0.22021869037832534,4.881104619666335e-06,0.8725490196078431,0.8685734246709856,0.0001,0.0005
9,0.2658188534634454,4.900290540328049e-06,0.8725490196078431,0.8685734246709856,0.0001,0.0005
10,0.18878432256834848,4.8195491087556415e-06,0.8823529411764706,0.8787676748652359,0.0001,0.0005
11,0.19963188682283675,4.8350186391741905e-06,0.8823529411764706,0.8791572142021437,5e-05,0.00025
12,0.16921089270285197,4.683517935128683e-06,0.8921568627450981,0.8895393901657149,5e-05,0.00025
