label,precision,recall,f1-score,support
Tomato___Bacterial_spot,0.9843260188087775,0.9843260188087775,0.9843260188087775,319.0
Tomato___Early_blight,0.9230769230769231,0.96,0.9411764705882353,150.0
Tomato___Late_blight,0.9927536231884058,0.958041958041958,0.9750889679715302,286.0
Tomato___Leaf_Mold,0.9459459459459459,0.9790209790209791,0.9621993127147767,143.0
Tomato___healthy,0.9957983193277311,0.9916317991631799,0.9937106918238994,239.0
macro avg,0.9683801660695568,0.974604151006979,0.9713002923814438,1137.0
weighted avg,0.9759499940923664,0.9753737906772207,0.9754997999052049,1137.0
