label,precision,recall,f1-score,support
Tomato___Bacterial_spot,0.9842767295597484,0.9811912225705329,0.9827315541601256,319.0
Tomato___Early_blight,0.9161290322580645,0.9466666666666667,0.9311475409836065,150.0
Tomato___Late_blight,0.9927272727272727,0.9545454545454546,0.9732620320855615,286.0
Tomato___Leaf_Mold,0.9271523178807947,0.9790209790209791,0.9523809523809523,143.0
Tomato___healthy,0.9957983193277311,0.9916317991631799,0.9937106918238994,239.0
macro avg,0.9632167343507223,0.9706112243933627,0.9666465542868291,1137.0
weighted avg,0.9726492623962628,0.9718557607739666,0.9720349776934737,1137.0
