epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.15425165157232965,,0.8627450980392157,0.8575074048758259,5e-05,0.0002
2,0.19833254015871457,,0.8823529411764706,0.8762414056531703,5e-05,0.0002
3,0.20599854737520218,,0.8823529411764706,0.8762414056531703,5e-05,0.0002
4,0.21625588993941033,,0.8725490196078431,0.8666260887207802,5e-05,0.0002
5,0.10722761255289827,,0.9019607843137255,0.8992784992784992,5e-05,0.0002
6,0.13243089988827705,,0.9215686274509803,0.9211684628474192,5e-05,0.0002
7,0.14675959306103842,,0.9117647058823529,0.9111246854865687,5e-05,0.0002
8,0.09211048590285438,,0.8921568627450981,0.8892122754199955,5e-05,0.0002
9,0.13554860917585237,,0.9117647058823529,0.9088372093023256,5e-05,0.0002
10,0.2413495598094804,,0.8921568627450981,0.8892739075382297,2.5e-05,0.0001
11,0.10187071109456676,,0.8921568627450981,0.8892739075382297,2.5e-05,0.0001
12,0.09392281142728669,,0.9019607843137255,0.8999877600979191,2.5e-05,0.0001
