label,precision,recall,f1-score,support
Tomato___Bacterial_spot,0.9841772151898734,0.9749216300940439,0.9795275590551181,319.0
Tomato___Early_blight,0.9,0.96,0.9290322580645162,150.0
Tomato___Late_blight,0.9615384615384616,0.9615384615384616,0.9615384615384616,286.0
Tomato___Leaf_Mold,0.971830985915493,0.965034965034965,0.968421052631579,143.0
Tomato___healthy,1.0,0.9748953974895398,0.9872881355932204,239.0
macro avg,0.9635093325287656,0.967278090831402,0.9651614933765791,1137.0
weighted avg,0.9691507147154662,0.9683377308707124,0.9685753781718167,1137.0
