epoch,epoch_time_sec,train_loss,val_old_macro_f1,val_new_macro_f1,val_joint_macro_f1,lr
1,47.7136,0.2613281853092733,0.6748342473804383,0.3223923161774597,0.49861328177894904,0.0008
2,47.8638,0.22878805374683336,0.6742103723664107,0.3239392808261789,0.49907482659629476,0.0008
3,47.021,0.22838868206554605,0.6750582514933029,0.32295148024366543,0.49900486586848414,0.0008
4,46.2645,0.22016127679006073,0.6764031694339027,0.325470714828875,0.5009369421313888,0.0008
5,47.0333,0.21280710635952246,0.6853359268561311,0.32392922168602284,0.504632574271077,0.0008
6,46.3045,0.20178905643464984,0.6867475750213738,0.3249580351621168,0.5058528050917454,0.0008
7,47.9049,0.20336958506079608,0.67852918444095,0.3274840057448753,0.5030065950929127,0.0008
8,47.4428,0.20326384549686152,0.6743264819570556,0.32084622762726894,0.4975863547921623,0.0008
9,47.0308,0.19349531604107037,0.6801269771514847,0.39104713698196775,0.5355870570667263,0.0008
10,46.7945,0.18343328179199567,0.6843790451698605,0.32749388358029824,0.5059364643750793,0.0008
11,46.458,0.20126510763815206,0.6859414360076002,0.32337589765539543,0.5046586668314978,0.0008
12,47.1571,0.1941421217927637,0.6802602525631796,0.3239232975420133,0.5020917750525964,0.0008
