epoch,train_loss,val_accuracy,val_macro_f1,val_macro_precision,val_macro_recall,lr_g3,lr_head
1,0.17264094087295234,0.9538258575197889,0.9486798617548438,0.95315327456827,0.9451465903901409,0.0001,0.0005
2,0.1298074557238983,0.9564643799472295,0.9520600668020943,0.9542935422689244,0.9502047331291875,0.0001,0.0005
3,0.13848668800459968,0.9538258575197889,0.9484468173945722,0.9485105422623221,0.949063371872643,0.0001,0.0005
4,0.1377346893151601,0.9617414248021108,0.9581380568691842,0.9572032175251388,0.9592657659930375,0.0001,0.0005
5,0.13131168083184294,0.9511873350923483,0.9451308638769481,0.9433578154938658,0.9471910029493665,0.0001,0.0005
6,0.12099515630139245,0.9551451187335093,0.9497056821828126,0.9499893858708838,0.9496890098587473,0.0001,0.0005
7,0.1293774857910143,0.9525065963060686,0.9452917996294173,0.9431761932266991,0.9485476486022026,0.0001,0.0005
8,0.13028568190832931,0.9604221635883905,0.9549016906571254,0.9549820110530025,0.9551492656143618,5e-05,0.00025
9,0.1132330656879478,0.9577836411609498,0.9530283508694772,0.9515705441511895,0.954750042722597,5e-05,0.00025
