epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.2424898940537657,,0.7647058823529411,0.7291544387196561,0.0001,0.0005
2,0.15405420692903654,,0.8823529411764706,0.8750226517668377,0.0001,0.0005
3,0.17432019939380033,,0.8431372549019608,0.8308099949888659,0.0001,0.0005
4,0.1276217173186264,,0.8235294117647058,0.8094058322629751,0.0001,0.0005
5,0.16612694279423781,,0.8333333333333334,0.8218181818181819,0.0001,0.0005
6,0.1768950130790472,,0.8333333333333334,0.8180774594035356,5e-05,0.00025
7,0.1312297730307494,,0.8823529411764706,0.878139534883721,5e-05,0.00025
8,0.12144804985395499,,0.8529411764705882,0.8435060667340748,5e-05,0.00025
9,0.1078889746485012,,0.8529411764705882,0.8431424712238667,5e-05,0.00025
10,0.08802117833069392,,0.8725490196078431,0.8679680679680681,5e-05,0.00025
11,0.11049718536170465,,0.8921568627450981,0.8884228722685897,5e-05,0.00025
12,0.10447702982595988,,0.8823529411764706,0.8771357189294529,5e-05,0.00025
