epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.24602665965046203,7.829021058114449e-07,0.8725490196078431,0.8682134674790734,5e-05,0.0002
2,0.191161576126303,1.6434057832676835e-06,0.8627450980392157,0.8569559081186988,5e-05,0.0002
3,0.17120969082627976,2.303156569334013e-06,0.8823529411764706,0.8787676748652359,5e-05,0.0002
4,0.21098309755325317,2.8445936745161556e-06,0.8823529411764706,0.8787676748652359,5e-05,0.0002
5,0.12340857833623886,3.216402482004404e-06,0.8627450980392157,0.8571572571572572,5e-05,0.0002
6,0.19635340571403503,3.6121828738292346e-06,0.8529411764705882,0.8451015651015652,5e-05,0.0002
7,0.23963716200419835,3.9843939053493415e-06,0.8725490196078431,0.865420758103685,2.5e-05,0.0001
8,0.16616018755095346,4.132638683326409e-06,0.8823529411764706,0.8756414317389927,2.5e-05,0.0001
9,0.13348622832979476,4.173326942691347e-06,0.8921568627450981,0.885185376166658,2.5e-05,0.0001
10,0.22889651571001327,4.164609435974853e-06,0.8921568627450981,0.885185376166658,2.5e-05,0.0001
11,0.1854719285454069,4.12821646023076e-06,0.9117647058823529,0.9096674057649669,2.5e-05,0.0001
12,0.1428333499601909,4.196946650024204e-06,0.9117647058823529,0.9096674057649669,2.5e-05,0.0001
