phase,epoch,train_loss,val_accuracy,val_macro_f1,lrs
phase1,1,1.0418488000120436,0.5784313725490197,0.5442588780257284,0.00100000
phase1,2,0.6285608048949923,0.5784313725490197,0.5384362440628425,0.00100000
phase1,3,0.5815194823912212,0.5294117647058824,0.49183878309795437,0.00100000
phase1,4,0.3595823986189706,0.6666666666666666,0.626043733174168,0.00100000
phase1,5,0.5296674998743194,0.5686274509803921,0.5125137228363035,0.00100000
phase1,6,0.4500265547207424,0.7647058823529411,0.7695830151130674,0.00100000
phase1,7,0.5913391241005489,0.6372549019607843,0.6039316239316239,0.00100000
phase1,8,0.7330272900206702,0.7647058823529411,0.7571146953405018,0.00100000
phase1,9,0.5244121306708881,0.7254901960784313,0.7015646369134741,0.00100000
phase1,10,0.3654704626117434,0.8235294117647058,0.8110597675877447,0.00100000
phase1,11,0.5922111198306084,0.7549019607843137,0.7302573233362561,0.00100000
phase1,12,0.7894525889839444,0.7745098039215687,0.762098982098982,0.00100000
phase1,13,0.48163552050079617,0.8137254901960784,0.7954230179742956,0.00100000
phase1,14,0.41914995440414976,0.8137254901960784,0.8045731211144747,0.00050000
phase1,15,0.5901863532406944,0.8431372549019608,0.8348954087700621,0.00050000
phase2,1,0.37485140189528465,0.7941176470588235,0.7817680066727695,0.00010000|0.00100000
phase2,2,0.4858884662389755,0.803921568627451,0.7844794922800038,0.00010000|0.00100000
phase2,3,0.5083544163831643,0.7843137254901961,0.7629611754611754,0.00010000|0.00100000
phase2,4,0.5714786563600812,0.7156862745098039,0.6786866652923338,0.00010000|0.00100000
phase2,5,0.5398075043090752,0.8235294117647058,0.8127819796894512,0.00010000|0.00100000
phase2,6,0.39298983929412706,0.8333333333333334,0.8292591419420688,0.00010000|0.00100000
phase2,7,0.3386882394552231,0.7941176470588235,0.7763242894056848,0.00010000|0.00100000
phase2,8,0.4061930147664888,0.8235294117647058,0.807712518988164,0.00010000|0.00100000
phase2,9,0.5433453752526215,0.6862745098039216,0.6334745140441358,0.00010000|0.00100000
phase2,10,0.6640950337584529,0.8235294117647058,0.8143764172335601,0.00005000|0.00050000
phase2,11,0.3717252654688699,0.803921568627451,0.7934344362833838,0.00005000|0.00050000
