label,precision,recall,f1-score,support
Tomato___Bacterial_spot,0.9845201238390093,0.9968652037617555,0.9906542056074766,319.0
Tomato___Early_blight,0.96,0.96,0.96,150.0
Tomato___Late_blight,0.9825174825174825,0.9825174825174825,0.9825174825174825,286.0
Tomato___Leaf_Mold,0.993006993006993,0.993006993006993,0.993006993006993,143.0
Tomato___healthy,1.0,0.9832635983263598,0.9915611814345991,239.0
macro avg,0.9840089198726968,0.9831306555225181,0.9835479725133102,1137.0
weighted avg,0.9851028315784028,0.9850483729111698,0.9850499682952104,1137.0
