epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.25291922262736727,,0.8235294117647058,0.8148592177116243,0.0001,0.0005
2,0.17202230649335043,,0.8725490196078431,0.8670136581764488,0.0001,0.0005
3,0.15686941865299428,,0.8725490196078431,0.8681836616327901,0.0001,0.0005
4,0.1682541040437562,,0.8823529411764706,0.8769942759712581,0.0001,0.0005
5,0.14346403162926435,,0.9117647058823529,0.9057016613644396,0.0001,0.0005
6,0.19064831121691636,,0.8921568627450981,0.8869556513325201,0.0001,0.0005
7,0.1458749438502959,,0.8823529411764706,0.8784405601195164,0.0001,0.0005
8,0.16063693964055606,,0.9411764705882353,0.9403892964868575,0.0001,0.0005
9,0.16949389342750823,,0.8333333333333334,0.8256079218228425,0.0001,0.0005
10,0.12741678500814096,,0.8823529411764706,0.8763943020570805,0.0001,0.0005
11,0.1384531677301441,,0.8725490196078431,0.867719085558458,0.0001,0.0005
12,0.09383796115538903,,0.9117647058823529,0.9105308666284275,5e-05,0.00025
