epoch,epoch_time_sec,train_loss,val_accuracy,val_macro_f1,val_macro_precision,val_macro_recall,lr_adapter
1,12.5118,0.12709250458930102,0.9551451187335093,0.9489964973336431,0.9467592998451242,0.9519136635201209,0.0005
2,13.2802,0.15226905720515382,0.9498680738786279,0.9431590101992047,0.9395570536797099,0.9477251818447282,0.0005
3,12.3908,0.14648779201217824,0.9511873350923483,0.9455628788819513,0.940729576619735,0.9525838205881836,0.0005
4,13.6089,0.149969642298917,0.9498680738786279,0.943989970132009,0.9393352824586441,0.9505838205881837,0.0005
5,13.693,0.1612764737361835,0.9498680738786279,0.943989970132009,0.9393352824586441,0.9505838205881837,0.00025
6,13.1368,0.1371202281365792,0.9511873350923483,0.9454377765113222,0.9409673933715368,0.9516309410070318,0.00025
