epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.26574749818869997,,0.7745098039215687,0.7519851795713864,0.0001,0.0005
2,0.23864076180117472,,0.7647058823529411,0.7429320358717021,0.0001,0.0005
3,0.23751851384128844,,0.8137254901960784,0.8084337684985587,0.0001,0.0005
4,0.18326680468661444,,0.8725490196078431,0.8728956070449339,0.0001,0.0005
5,0.21191240847110748,,0.8921568627450981,0.8915117402922281,0.0001,0.0005
6,0.18372428310768946,,0.8431372549019608,0.8347371734705868,0.0001,0.0005
7,0.15695350297859736,,0.8137254901960784,0.8070992128438939,0.0001,0.0005
8,0.13296700588294438,,0.8627450980392157,0.8566540423168206,0.0001,0.0005
9,0.17843662202358246,,0.8823529411764706,0.8785196346171956,5e-05,0.00025
10,0.1834822478038924,,0.8725490196078431,0.8707862868838478,5e-05,0.00025
11,0.13768770013536727,,0.8823529411764706,0.8820057990789698,5e-05,0.00025
12,0.1382071796272482,,0.9019607843137255,0.8995133047316826,5e-05,0.00025
