label,precision,recall,f1-score,support
Tomato___Bacterial_spot,0.9873015873015873,0.9749216300940439,0.9810725552050473,319.0
Tomato___Early_blight,0.9235668789808917,0.9666666666666667,0.9446254071661238,150.0
Tomato___Late_blight,0.9754385964912281,0.972027972027972,0.9737302977232924,286.0
Tomato___Leaf_Mold,0.9716312056737588,0.958041958041958,0.9647887323943662,143.0
Tomato___healthy,0.9916317991631799,0.9916317991631799,0.9916317991631799,239.0
macro avg,0.9699140135221291,0.9726580051987641,0.971169758330402,1137.0
weighted avg,0.9748486712437809,0.9744942832014072,0.9745889270594411,1137.0
