epoch,epoch_time_sec,train_loss,val_old_macro_f1,val_new_macro_f1,val_joint_macro_f1,lr
1,42.7942,0.3287429996142703,0.6281189549772954,0.31320398691318574,0.4706614709452406,0.0008
2,41.7741,0.32242312522466515,0.6176730378096449,0.38277518722622583,0.5002241125179354,0.0008
3,42.2985,0.3307200074811612,0.6221761180194062,0.3820735785953177,0.5021248483073619,0.0008
4,41.7487,0.3012752191833228,0.6240676689331198,0.3756061933976044,0.4998369311653621,0.0008
5,40.2998,0.3049196803495904,0.6183588020047216,0.3205757449178502,0.4694672734612859,0.0008
6,40.4079,0.30894340470063786,0.632807162863749,0.32054604241808776,0.4766766026409184,0.0008
7,41.1264,0.301945084567405,0.6224442448798977,0.3820644525122137,0.5022543486960557,0.0008
8,41.0697,0.29854296147823334,0.6242064371961181,0.38407051841508116,0.5041384778055996,0.0008
9,41.0191,0.27508260906974147,0.628657724383434,0.3184817319432704,0.4735697281633522,0.0008
10,41.5027,0.28508918646199644,0.6273800166306678,0.3225583716288354,0.4749691941297516,0.0008
11,41.4216,0.29877156259353493,0.6272297774202363,0.3250128741458221,0.47612132578302924,0.0008
12,41.5123,0.2720094219096436,0.6167442967225586,0.38093048538152396,0.4988373910520413,0.0004
