epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.32165768316813875,,0.8431372549019608,0.831589657753781,0.0001,0.0005
2,0.28844562811510904,,0.7941176470588235,0.7731075903489696,0.0001,0.0005
3,0.28999941583190647,,0.7549019607843137,0.7358268182503188,0.0001,0.0005
4,0.13585289674145834,,0.7745098039215687,0.7531404268246373,0.0001,0.0005
5,0.22518437515412057,,0.8627450980392157,0.8507679714959796,0.0001,0.0005
6,0.11700852481382233,,0.8333333333333334,0.8189610389610389,0.0001,0.0005
7,0.11849190188305718,,0.8431372549019608,0.8283607967884045,0.0001,0.0005
8,0.14871637469955853,,0.8627450980392157,0.855894381403707,0.0001,0.0005
9,0.13886274823120662,,0.8627450980392157,0.8507936507936508,0.0001,0.0005
10,0.15778892008321627,,0.8725490196078431,0.8630469305638098,0.0001,0.0005
11,0.13469515847308294,,0.8529411764705882,0.8462498455154513,0.0001,0.0005
12,0.14498889393040112,,0.9019607843137255,0.8998227275505839,0.0001,0.0005
