epoch,train_loss,val_accuracy,val_macro_f1,val_macro_precision,val_macro_recall,lr_g3,lr_head
1,0.13621855994893445,0.9577836411609498,0.952156786591176,0.9497649409414116,0.9552767883132358,5e-05,0.0002
2,0.11986341799298922,0.9617414248021108,0.9572221296270982,0.9557683320783635,0.9589468714939674,5e-05,0.0002
3,0.12422639429569245,0.9577836411609498,0.9520354235837424,0.9510547559404312,0.9532657659930373,5e-05,0.0002
4,0.1278473890490002,0.9577836411609498,0.952488303385692,0.947662988985352,0.9588775654214711,5e-05,0.0002
5,0.12332349632763201,0.9551451187335093,0.9498579706360968,0.944971087612597,0.9565725833674028,5e-05,0.0002
6,0.12261063653147883,0.9551451187335093,0.9490812560924884,0.9445916264420937,0.9544627770295883,2.5e-05,0.0001
7,0.10935634952038527,0.9564643799472295,0.9507330387374511,0.9472933719292677,0.9549718062591674,2.5e-05,0.0001
