epoch,epoch_time_sec,train_loss,val_old_macro_f1,val_new_macro_f1,val_joint_macro_f1,lr
1,50.8914,0.7165372200586178,0.5960990452842745,0.3657554360533084,0.48092724066879144,0.0012
2,48.2292,0.40384090231892505,0.5858469096762177,0.3791771296117442,0.48251201964398094,0.0012
3,48.2259,0.354184741039335,0.5968146602588037,0.4732007617697861,0.5350077110142949,0.0012
4,47.0155,0.3314973300345886,0.591357163127498,0.4809701973938847,0.5361636802606913,0.0012
5,48.9235,0.283858307533794,0.6306659649607977,0.3835202993777468,0.5070931321692722,0.0012
6,47.6829,0.26871343667584435,0.6236819804482922,0.3143804913035682,0.4690312358759302,0.0012
7,49.3402,0.26250341362147417,0.6073359439794345,0.38585716150933547,0.49659655274438497,0.0012
8,49.1135,0.2605724091883059,0.611551307673316,0.48463411706196086,0.5480927123676385,0.0012
9,47.7057,0.24055842735609154,0.6270493391518918,0.3864339326234945,0.5067416358876932,0.0012
10,49.5979,0.22984465326607964,0.6219204303164411,0.32200760901375475,0.47196401966509793,0.0012
11,48.4732,0.22789173613497873,0.5964692984807646,0.3834856602584305,0.48997747936959757,0.0012
12,48.7736,0.22130214091804293,0.6202139712208419,0.38830946544531886,0.5042617183330804,0.0006
13,49.7266,0.19074849731484314,0.6247196380800002,0.39005175983436857,0.5073856989571843,0.0006
