epoch,train_loss,ewc_penalty,val_accuracy,val_macro_f1,lr_g3,lr_head
1,0.18193386122584343,,0.7941176470588235,0.7693833001729105,0.0001,0.0005
2,0.15988377322043693,,0.8529411764705882,0.8421350300459526,0.0001,0.0005
3,0.1629313283732959,,0.8627450980392157,0.8507936507936508,0.0001,0.0005
4,0.15488745804343904,,0.8235294117647058,0.8160683760683762,0.0001,0.0005
5,0.09866378882101604,,0.8725490196078431,0.8607550261549127,0.0001,0.0005
6,0.14631109684705734,,0.8529411764705882,0.8389441069852263,0.0001,0.0005
7,0.13210243904697044,,0.803921568627451,0.7864387464387466,0.0001,0.0005
8,0.13294558419979044,,0.8823529411764706,0.8774014155712841,0.0001,0.0005
9,0.13660493280206407,,0.8823529411764706,0.8749389475028332,0.0001,0.0005
10,0.09764229113768254,,0.8725490196078431,0.8653463365841461,0.0001,0.0005
11,0.12164237297007016,,0.9117647058823529,0.9096676956074374,0.0001,0.0005
12,0.102286766150168,,0.8921568627450981,0.8856702917678527,0.0001,0.0005
