epoch,train_total_loss,train_ce_loss,train_ewc_penalty,val_accuracy,val_macro_f1,val_macro_precision,val_macro_recall,lr_g3,lr_head
1,0.16235665484435027,0.16093673675010603,4.733057082578145e-06,0.9472295514511874,0.9392284920928062,0.935906820951453,0.9443562768020068,0.0001,0.0005
2,0.11362171028223303,0.11049704528931115,1.0415549392443305e-05,0.9472295514511874,0.936386334397145,0.9408607928763214,0.9358829485053144,0.0001,0.0005
3,0.0886461819625563,0.08463075323444273,1.3384761304122447e-05,0.9432717678100264,0.9334175627823622,0.9323484848484849,0.9364505176397031,0.0001,0.0005
4,0.06945660261230337,0.06473708529439237,1.5731725600037156e-05,0.9551451187335093,0.9473507542384862,0.9436091306214722,0.9520206881109816,0.0001,0.0005
5,0.08434874456789758,0.07909262063395646,1.752041276227424e-05,0.91688654353562,0.9077015654271522,0.904636869484009,0.9165799917745119,0.0001,0.0005
6,0.06081157728201813,0.05479247237348722,2.006368158617988e-05,0.945910290237467,0.937550960934886,0.933588932347018,0.9434173096658567,0.0001,0.0005
7,0.05376009609964159,0.04717699766366018,2.1943662634132328e-05,0.924802110817942,0.9118268678528973,0.9068836323069618,0.9227666054942052,0.0001,0.0005
8,0.06032021236088541,0.05310687970680495,2.40444428830718e-05,0.9313984168865436,0.9178280638564044,0.9151439914062864,0.925771074786794,5e-05,0.00025
9,0.03834929662860102,0.03098614051187825,2.4543852770067233e-05,0.9472295514511874,0.9358772227721996,0.9330748235062163,0.9403413440430175,5e-05,0.00025
